na_sales,eu_sales,jp_sales,other_sales,global_sales,platform,KMeans_Label
0.31,0.04,0.0,0.01,0.36,XB,1
0.25,0.08,0.0,0.03,0.36,DS,2
0.33,0.0,0.0,0.03,0.36,DS,2
0.28,0.07,0.0,0.01,0.36,GC,2
0.0,0.0,0.36,0.0,0.36,SNES,1
0.08,0.06,0.21,0.02,0.36,PS2,0
0.0,0.0,0.36,0.0,0.36,SAT,0
0.24,0.09,0.01,0.03,0.36,X360,1
0.18,0.14,0.0,0.05,0.36,PS2,0
0.32,0.02,0.0,0.03,0.36,DS,2
0.09,0.17,0.05,0.05,0.36,PS4,0
0.0,0.0,0.36,0.0,0.36,SNES,1
0.0,0.0,0.36,0.0,0.36,PS2,0
0.18,0.14,0.0,0.05,0.36,PS2,0
0.18,0.14,0.0,0.05,0.36,PS2,0
0.0,0.0,0.36,0.0,0.36,DS,2
0.17,0.01,0.16,0.02,0.36,PSP,0
0.07,0.19,0.0,0.1,0.36,PSP,0
0.17,0.16,0.0,0.03,0.36,X360,1
0.21,0.13,0.0,0.03,0.36,X360,1
0.21,0.09,0.01,0.05,0.36,PSP,0
0.11,0.09,0.14,0.03,0.36,PS2,0
0.24,0.09,0.0,0.03,0.36,X360,1
0.21,0.08,0.04,0.03,0.36,X360,1
0.2,0.14,0.0,0.02,0.36,PS,0
0.04,0.03,0.27,0.02,0.36,PS3,0
0.26,0.1,0.0,0.01,0.36,GBA,2
0.14,0.11,0.08,0.04,0.36,PS2,0
0.33,0.0,0.0,0.03,0.36,Wii,1
0.0,0.0,0.34,0.02,0.36,PS,0
0.2,0.13,0.0,0.03,0.36,X360,1
0.29,0.05,0.0,0.03,0.36,DS,2
0.33,0.01,0.0,0.03,0.36,Wii,1
0.19,0.13,0.0,0.03,0.36,WiiU,1
0.0,0.0,0.36,0.0,0.36,SNES,1
0.2,0.14,0.0,0.02,0.36,PS,0
0.27,0.08,0.0,0.01,0.36,XB,1
0.25,0.1,0.0,0.01,0.36,NES,0
0.07,0.02,0.23,0.04,0.36,N64,2
0.29,0.06,0.0,0.0,0.36,N64,2
0.29,0.06,0.0,0.0,0.36,N64,2
0.13,0.02,0.16,0.05,0.36,PSV,0
0.33,0.0,0.0,0.03,0.36,Wii,1
0.2,0.14,0.0,0.02,0.36,PS,0
0.2,0.11,0.0,0.05,0.36,PS3,0
0.26,0.1,0.0,0.01,0.36,GBA,2
0.27,0.08,0.0,0.01,0.36,XB,1
0.12,0.2,0.0,0.04,0.36,PC,0
0.0,0.0,0.35,0.01,0.36,GBA,2
0.0,0.0,0.36,0.0,0.36,SNES,1
0.23,0.09,0.01,0.03,0.36,WiiU,1
0.3,0.03,0.0,0.02,0.36,Wii,1
0.33,0.0,0.0,0.03,0.36,Wii,1
0.27,0.06,0.0,0.03,0.36,X360,1
0.27,0.08,0.0,0.01,0.36,XB,1
0.33,0.0,0.0,0.02,0.36,DS,2
0.0,0.0,0.36,0.0,0.36,PS2,0
0.23,0.1,0.0,0.03,0.36,X360,1
0.07,0.25,0.0,0.04,0.36,DS,2
0.0,0.0,0.36,0.0,0.36,PS2,0
0.18,0.12,0.0,0.06,0.36,PS3,0
0.11,0.17,0.0,0.07,0.36,PS3,0
0.0,0.0,0.36,0.0,0.36,PSP,0
0.24,0.09,0.0,0.03,0.36,Wii,1
0.18,0.14,0.0,0.05,0.36,PS2,0
0.18,0.14,0.0,0.05,0.36,PS2,0
0.0,0.0,0.33,0.02,0.36,PS,0
0.0,0.0,0.36,0.0,0.36,PS3,0
0.0,0.32,0.0,0.03,0.36,Wii,1
0.0,0.0,0.35,0.01,0.36,GBA,2
0.06,0.25,0.0,0.05,0.36,PC,0
0.33,0.01,0.0,0.02,0.36,Wii,1
0.06,0.25,0.0,0.05,0.36,PC,0
0.19,0.11,0.0,0.05,0.36,PS3,0
0.0,0.31,0.0,0.05,0.36,Wii,1
0.0,0.0,0.33,0.02,0.36,PS,0
0.33,0.02,0.0,0.0,0.36,2600,2
0.29,0.04,0.0,0.02,0.36,Wii,1
0.23,0.1,0.0,0.03,0.36,X360,1
0.0,0.0,0.36,0.0,0.36,PSP,0
0.2,0.13,0.0,0.02,0.36,PS,0
0.25,0.06,0.0,0.04,0.36,PS3,0
0.21,0.02,0.11,0.02,0.36,DS,2
0.17,0.14,0.0,0.05,0.36,PS2,0
0.24,0.07,0.0,0.05,0.36,PSP,0
0.17,0.14,0.0,0.05,0.36,PS2,0
0.0,0.26,0.0,0.09,0.36,PSP,0
0.0,0.0,0.36,0.0,0.36,DC,2
0.33,0.0,0.0,0.02,0.36,DS,2
0.06,0.04,0.23,0.02,0.36,PS,0
0.25,0.1,0.0,0.01,0.36,XB,1
0.16,0.16,0.0,0.04,0.35,DS,2
0.32,0.01,0.0,0.03,0.35,PSP,0
0.2,0.13,0.0,0.02,0.35,PS,0
0.28,0.02,0.03,0.03,0.35,Wii,1
0.25,0.09,0.0,0.01,0.35,GBA,2
0.23,0.09,0.0,0.03,0.35,XOne,1
0.17,0.14,0.0,0.05,0.35,PS2,0
0.27,0.07,0.0,0.01,0.35,GC,2
0.08,0.06,0.19,0.02,0.35,PS2,0
0.0,0.0,0.35,0.0,0.35,GB,2
0.1,0.18,0.0,0.07,0.35,PS3,0
0.22,0.03,0.08,0.02,0.35,Wii,1
0.25,0.07,0.0,0.03,0.35,Wii,1
0.0,0.0,0.35,0.0,0.35,3DS,2
0.09,0.2,0.0,0.07,0.35,PS3,0
0.0,0.0,0.35,0.0,0.35,PS2,0
0.14,0.16,0.0,0.06,0.35,PS3,0
0.19,0.12,0.01,0.03,0.35,X360,1
0.17,0.13,0.0,0.05,0.35,PS2,0
0.25,0.09,0.0,0.01,0.35,GBA,2
0.26,0.08,0.0,0.01,0.35,XB,1
0.13,0.18,0.0,0.04,0.35,X360,1
0.0,0.0,0.35,0.0,0.35,PS2,0
0.08,0.04,0.23,0.01,0.35,3DS,2
0.16,0.1,0.07,0.03,0.35,WiiU,1
0.04,0.01,0.3,0.0,0.35,SNES,1
0.17,0.15,0.0,0.04,0.35,DS,2
0.0,0.0,0.35,0.0,0.35,SNES,1
0.15,0.11,0.05,0.04,0.35,PS2,0
0.17,0.13,0.0,0.04,0.35,PS2,0
0.03,0.02,0.28,0.02,0.35,PS,0
0.0,0.0,0.35,0.0,0.35,DS,2
0.2,0.08,0.04,0.04,0.35,PS3,0
0.31,0.02,0.0,0.02,0.35,Wii,1
0.3,0.03,0.0,0.03,0.35,DS,2
0.13,0.18,0.0,0.04,0.35,Wii,1
0.21,0.1,0.0,0.03,0.35,Wii,1
0.15,0.05,0.14,0.01,0.35,Wii,1
0.23,0.0,0.09,0.02,0.35,DS,2
0.0,0.0,0.29,0.06,0.35,N64,2
0.05,0.19,0.03,0.07,0.35,PS3,0
0.11,0.17,0.0,0.06,0.35,PS3,0
0.18,0.14,0.0,0.03,0.35,Wii,1
0.23,0.1,0.0,0.03,0.35,X360,1
0.17,0.13,0.0,0.04,0.35,PS2,0
0.27,0.07,0.0,0.01,0.35,GC,2
0.32,0.0,0.0,0.02,0.35,DS,2
0.17,0.13,0.0,0.04,0.35,PS2,0
0.19,0.13,0.0,0.02,0.35,PS,0
0.26,0.08,0.0,0.01,0.35,XB,1
0.18,0.14,0.0,0.03,0.35,X360,1
0.13,0.16,0.01,0.06,0.35,PS3,0
0.17,0.13,0.0,0.04,0.35,PS2,0
0.17,0.13,0.0,0.04,0.35,PS2,0
0.09,0.07,0.16,0.02,0.35,PS2,0
0.11,0.2,0.0,0.04,0.35,X360,1
0.13,0.05,0.14,0.03,0.35,PSP,0
0.23,0.07,0.0,0.04,0.35,PS3,0
0.17,0.13,0.0,0.04,0.35,PS2,0
0.0,0.0,0.32,0.02,0.35,PS,0
0.27,0.07,0.0,0.01,0.35,GC,2
0.32,0.0,0.0,0.03,0.35,DS,2
0.1,0.2,0.0,0.05,0.35,PS4,0
0.19,0.13,0.0,0.02,0.35,PS,0
0.1,0.08,0.15,0.03,0.35,PS2,0
0.3,0.01,0.0,0.03,0.35,X360,1
0.19,0.13,0.0,0.02,0.35,PS,0
0.0,0.0,0.35,0.0,0.35,SAT,0
0.18,0.14,0.0,0.03,0.35,DS,2
0.32,0.0,0.0,0.03,0.35,PSP,0
0.06,0.21,0.0,0.08,0.35,PS3,0
0.27,0.07,0.0,0.01,0.35,GC,2
0.09,0.07,0.15,0.04,0.35,PSP,0
0.16,0.13,0.0,0.06,0.35,PS4,0
0.17,0.13,0.0,0.04,0.35,PS2,0
0.3,0.01,0.01,0.03,0.35,DS,2
0.08,0.23,0.0,0.03,0.35,X360,1
0.0,0.0,0.32,0.02,0.34,PS,0
0.32,0.0,0.0,0.02,0.34,DS,2
0.25,0.09,0.0,0.01,0.34,GBA,2
0.0,0.0,0.34,0.0,0.34,PSP,0
0.11,0.15,0.0,0.08,0.34,PSP,0
0.25,0.09,0.0,0.01,0.34,GBA,2
0.17,0.13,0.0,0.04,0.34,PS2,0
0.11,0.09,0.12,0.03,0.34,PS2,0
0.0,0.0,0.34,0.0,0.34,DC,2
0.19,0.13,0.0,0.02,0.34,PS,0
0.2,0.03,0.09,0.02,0.34,DS,2
0.13,0.15,0.0,0.06,0.34,PS3,0
0.1,0.04,0.2,0.01,0.34,GBA,2
0.25,0.07,0.0,0.03,0.34,XOne,1
0.31,0.0,0.0,0.03,0.34,DS,2
0.28,0.03,0.0,0.03,0.34,X360,1
0.27,0.02,0.02,0.03,0.34,X360,1
0.32,0.02,0.0,0.0,0.34,2600,2
0.25,0.09,0.0,0.01,0.34,GBA,2
0.08,0.06,0.19,0.02,0.34,PS2,0
0.15,0.16,0.0,0.03,0.34,DS,2
0.15,0.16,0.0,0.03,0.34,Wii,1
0.17,0.13,0.0,0.04,0.34,PS2,0
0.0,0.0,0.34,0.0,0.34,SAT,0
0.19,0.12,0.0,0.03,0.34,X360,1
0.07,0.03,0.0,0.25,0.34,PS2,0
0.24,0.0,0.09,0.02,0.34,DS,2
0.19,0.13,0.0,0.02,0.34,PS,0
0.17,0.13,0.0,0.04,0.34,PS2,0
0.26,0.07,0.0,0.01,0.34,XB,1
0.17,0.13,0.0,0.04,0.34,PS2,0
0.17,0.15,0.0,0.03,0.34,X360,1
0.28,0.03,0.0,0.03,0.34,X360,1
0.29,0.03,0.0,0.02,0.34,Wii,1
0.26,0.07,0.0,0.01,0.34,GC,2
0.14,0.03,0.15,0.02,0.34,PS3,0
0.22,0.11,0.0,0.01,0.34,XB,1
0.13,0.17,0.0,0.04,0.34,Wii,1
0.31,0.01,0.0,0.03,0.34,Wii,1
0.15,0.11,0.03,0.05,0.34,PS3,0
0.0,0.0,0.34,0.0,0.34,SAT,0
0.27,0.06,0.0,0.0,0.34,N64,2
0.15,0.13,0.0,0.06,0.34,PS3,0
0.22,0.09,0.0,0.03,0.34,3DS,2
0.19,0.13,0.0,0.02,0.34,PS,0
0.29,0.03,0.0,0.03,0.34,Wii,1
0.32,0.02,0.0,0.0,0.34,2600,2
0.0,0.34,0.0,0.0,0.34,PSP,0
0.14,0.15,0.0,0.05,0.34,PS3,0
0.25,0.07,0.0,0.01,0.34,XB,1
0.0,0.0,0.34,0.0,0.34,DS,2
0.05,0.03,0.23,0.02,0.34,PS,0
0.31,0.01,0.0,0.02,0.34,DS,2
0.31,0.0,0.0,0.02,0.34,DS,2
0.13,0.18,0.0,0.03,0.34,XOne,1
0.28,0.01,0.03,0.02,0.34,DS,2
0.14,0.02,0.16,0.02,0.34,PSP,0
0.3,0.02,0.0,0.03,0.34,DS,2
0.19,0.13,0.0,0.02,0.34,PS,0
0.09,0.21,0.0,0.04,0.34,X360,1
0.25,0.07,0.0,0.01,0.34,XB,1
0.15,0.15,0.0,0.03,0.34,3DS,2
0.31,0.0,0.0,0.02,0.34,DS,2
0.29,0.02,0.0,0.03,0.34,PS3,0
0.18,0.13,0.0,0.03,0.34,XOne,1
0.24,0.09,0.0,0.01,0.34,GBA,2
0.11,0.17,0.0,0.05,0.34,PC,0
0.26,0.07,0.0,0.01,0.34,GC,2
0.21,0.1,0.0,0.03,0.34,DS,2
0.1,0.02,0.0,0.22,0.34,PS2,0
0.0,0.25,0.0,0.08,0.34,PS3,0
0.0,0.0,0.34,0.0,0.34,PS4,0
0.28,0.0,0.02,0.03,0.34,PS3,0
0.29,0.02,0.0,0.03,0.34,X360,1
0.17,0.12,0.0,0.05,0.34,PSV,0
0.04,0.03,0.25,0.01,0.34,PS2,0
0.27,0.04,0.0,0.02,0.34,DS,2
0.16,0.13,0.0,0.04,0.34,PS2,0
0.3,0.01,0.0,0.03,0.34,DS,2
0.17,0.14,0.0,0.03,0.34,X360,1
0.25,0.07,0.0,0.01,0.34,XB,1
0.12,0.18,0.0,0.04,0.34,DS,2
0.16,0.13,0.0,0.04,0.34,PS2,0
0.0,0.0,0.33,0.0,0.33,PS3,0
0.06,0.15,0.07,0.05,0.33,PS3,0
0.14,0.14,0.02,0.03,0.33,X360,1
0.21,0.11,0.0,0.01,0.33,XB,1
0.17,0.13,0.0,0.03,0.33,DS,2
0.15,0.14,0.0,0.04,0.33,X360,1
0.06,0.04,0.21,0.02,0.33,PS,0
0.13,0.1,0.08,0.03,0.33,Wii,1
0.09,0.08,0.14,0.03,0.33,PS3,0
0.23,0.07,0.01,0.03,0.33,X360,1
0.16,0.13,0.0,0.04,0.33,PS2,0
0.24,0.09,0.0,0.01,0.33,GBA,2
0.06,0.04,0.22,0.02,0.33,PS,0
0.0,0.29,0.0,0.04,0.33,Wii,1
0.14,0.0,0.18,0.01,0.33,DS,2
0.27,0.01,0.02,0.03,0.33,PSP,0
0.14,0.12,0.0,0.08,0.33,PSP,0
0.12,0.18,0.0,0.03,0.33,X360,1
0.19,0.13,0.0,0.02,0.33,PS,0
0.0,0.0,0.33,0.0,0.33,PSP,0
0.31,0.0,0.0,0.02,0.33,Wii,1
0.15,0.15,0.0,0.03,0.33,Wii,1
0.13,0.15,0.0,0.05,0.33,PSP,0
0.14,0.14,0.0,0.05,0.33,PS3,0
0.0,0.3,0.0,0.03,0.33,PS3,0
0.26,0.05,0.0,0.03,0.33,Wii,1
0.2,0.09,0.0,0.05,0.33,PSV,0
0.26,0.07,0.0,0.01,0.33,GC,2
0.14,0.01,0.16,0.01,0.33,DS,2
0.26,0.07,0.0,0.01,0.33,GC,2
0.25,0.07,0.0,0.01,0.33,XB,1
0.29,0.02,0.0,0.03,0.33,X360,1
0.31,0.0,0.0,0.02,0.33,Wii,1
0.12,0.1,0.08,0.03,0.33,PS2,0
0.25,0.07,0.0,0.01,0.33,XB,1
0.12,0.13,0.06,0.03,0.33,X360,1
0.3,0.0,0.0,0.03,0.33,Wii,1
0.16,0.13,0.0,0.04,0.33,PS2,0
0.25,0.07,0.0,0.01,0.33,XB,1
0.21,0.0,0.1,0.02,0.33,PSP,0
0.31,0.0,0.0,0.03,0.33,PS3,0
0.0,0.0,0.31,0.02,0.33,PS,0
0.09,0.13,0.08,0.04,0.33,PS4,0
0.26,0.07,0.0,0.01,0.33,GC,2
0.0,0.25,0.0,0.08,0.33,PS3,0
0.14,0.15,0.0,0.04,0.33,PC,0
0.16,0.13,0.0,0.04,0.33,PS2,0
0.24,0.09,0.0,0.01,0.33,GBA,2
0.21,0.09,0.0,0.03,0.33,WiiU,1
0.16,0.13,0.0,0.04,0.33,PS2,0
0.0,0.0,0.31,0.02,0.33,PS,0
0.15,0.13,0.0,0.05,0.33,PSV,0
0.22,0.08,0.0,0.03,0.33,X360,1
0.0,0.0,0.33,0.0,0.33,GB,2
0.0,0.0,0.33,0.0,0.33,SNES,1
0.17,0.13,0.0,0.03,0.33,Wii,1
0.26,0.0,0.03,0.03,0.33,PSP,0
0.3,0.0,0.0,0.03,0.33,DS,2
0.1,0.18,0.0,0.05,0.33,PS4,0
0.17,0.06,0.09,0.01,0.33,GBA,2
0.1,0.11,0.06,0.05,0.33,PS3,0
0.14,0.03,0.0,0.16,0.33,PS2,0
0.26,0.06,0.0,0.01,0.33,XB,1
0.24,0.09,0.0,0.01,0.33,GBA,2
0.05,0.04,0.23,0.01,0.33,PS2,0
0.08,0.18,0.0,0.06,0.33,PS3,0
0.0,0.0,0.29,0.04,0.33,N64,2
0.26,0.06,0.0,0.0,0.33,N64,2
0.0,0.0,0.33,0.0,0.33,PSP,0
0.17,0.12,0.01,0.03,0.33,X360,1
0.18,0.12,0.0,0.02,0.33,PS,0
0.09,0.07,0.15,0.02,0.33,PS2,0
0.26,0.04,0.0,0.03,0.33,PS3,0
0.27,0.04,0.0,0.02,0.33,X360,1
0.1,0.08,0.12,0.03,0.33,PS2,0
0.31,0.0,0.0,0.02,0.33,DS,2
0.15,0.12,0.0,0.05,0.33,PS3,0
0.25,0.07,0.0,0.01,0.33,GC,2
0.22,0.01,0.08,0.02,0.33,Wii,1
0.11,0.14,0.0,0.08,0.33,PSP,0
0.01,0.28,0.0,0.03,0.33,X360,1
0.16,0.13,0.0,0.04,0.33,PS2,0
0.29,0.01,0.0,0.03,0.33,Wii,1
0.09,0.16,0.0,0.09,0.33,PSP,0
0.12,0.15,0.0,0.06,0.33,PS3,0
0.25,0.07,0.0,0.01,0.33,GC,2
0.28,0.03,0.0,0.02,0.33,DS,2
0.3,0.0,0.0,0.02,0.33,PSP,0
0.2,0.1,0.0,0.03,0.33,X360,1
0.0,0.0,0.31,0.02,0.33,PS,0
0.0,0.0,0.33,0.0,0.33,DC,2
0.12,0.17,0.0,0.04,0.33,DS,2
0.18,0.12,0.0,0.02,0.33,PS,0
0.24,0.09,0.0,0.01,0.33,GBA,2
0.1,0.17,0.0,0.06,0.33,PS3,0
0.0,0.0,0.32,0.01,0.33,GC,2
0.0,0.0,0.33,0.0,0.33,SNES,1
0.19,0.12,0.0,0.03,0.33,Wii,1
0.19,0.11,0.0,0.03,0.33,X360,1
0.22,0.08,0.0,0.03,0.33,DS,2
0.25,0.07,0.0,0.01,0.33,GC,2
0.0,0.0,0.33,0.0,0.33,DS,2
0.14,0.16,0.0,0.03,0.33,X360,1
0.19,0.04,0.08,0.02,0.33,X360,1
0.0,0.0,0.31,0.02,0.33,PS,0
0.29,0.01,0.0,0.03,0.33,DS,2
0.16,0.11,0.04,0.02,0.33,PS,0
0.09,0.16,0.01,0.06,0.33,PS3,0
0.2,0.05,0.05,0.03,0.33,PS3,0
0.12,0.03,0.16,0.02,0.33,3DS,2
0.0,0.0,0.33,0.0,0.33,PS2,0
0.19,0.11,0.0,0.03,0.33,XOne,1
0.25,0.07,0.0,0.01,0.33,GC,2
0.11,0.08,0.1,0.03,0.33,PS3,0
0.31,0.02,0.0,0.0,0.33,2600,2
0.13,0.0,0.19,0.01,0.33,DS,2
0.1,0.15,0.0,0.07,0.33,PSV,0
0.3,0.0,0.0,0.02,0.33,Wii,1
0.3,0.02,0.0,0.0,0.33,2600,2
0.2,0.09,0.0,0.03,0.33,WiiU,1
0.3,0.0,0.0,0.02,0.33,DS,2
0.12,0.04,0.16,0.01,0.33,GBA,2
0.22,0.01,0.08,0.02,0.33,Wii,1
0.0,0.0,0.3,0.02,0.33,PS,0
0.24,0.07,0.0,0.01,0.33,XB,1
0.16,0.12,0.0,0.04,0.33,PS2,0
0.14,0.1,0.01,0.07,0.33,PSV,0
0.13,0.15,0.0,0.05,0.33,PC,0
0.25,0.05,0.0,0.03,0.33,PS3,0
0.15,0.14,0.0,0.03,0.32,X360,1
0.3,0.0,0.0,0.03,0.32,PSP,0
0.04,0.06,0.2,0.02,0.32,PS3,0
0.32,0.01,0.0,0.0,0.32,PC,0
0.23,0.09,0.0,0.01,0.32,GBA,2
0.16,0.12,0.0,0.04,0.32,PS2,0
0.0,0.0,0.32,0.0,0.32,PSP,0
0.13,0.16,0.0,0.04,0.32,PC,0
0.16,0.12,0.0,0.04,0.32,PS2,0
0.18,0.12,0.0,0.02,0.32,PS,0
0.06,0.08,0.16,0.03,0.32,PS3,0
0.23,0.04,0.02,0.03,0.32,X360,1
0.13,0.14,0.0,0.06,0.32,PS3,0
0.3,0.0,0.0,0.03,0.32,PSV,0
0.18,0.11,0.0,0.03,0.32,DS,2
0.3,0.0,0.0,0.02,0.32,X360,1
0.19,0.08,0.03,0.02,0.32,X360,1
0.17,0.01,0.12,0.01,0.32,DS,2
0.3,0.02,0.0,0.0,0.32,N64,2
0.0,0.0,0.32,0.0,0.32,DS,2
0.18,0.11,0.0,0.03,0.32,XOne,1
0.15,0.04,0.1,0.03,0.32,PSP,0
0.16,0.12,0.0,0.04,0.32,PS2,0
0.14,0.02,0.15,0.02,0.32,X360,1
0.18,0.12,0.0,0.02,0.32,PS,0
0.28,0.03,0.0,0.01,0.32,XB,1
0.11,0.15,0.0,0.06,0.32,PS3,0
0.0,0.0,0.3,0.02,0.32,PS,0
0.12,0.13,0.0,0.08,0.32,PSP,0
0.22,0.08,0.0,0.03,0.32,DS,2
0.3,0.0,0.0,0.02,0.32,Wii,1
0.0,0.27,0.0,0.05,0.32,PC,0
0.27,0.02,0.0,0.03,0.32,X360,1
0.16,0.13,0.0,0.03,0.32,X360,1
0.27,0.03,0.0,0.03,0.32,X360,1
0.3,0.0,0.0,0.02,0.32,Wii,1
0.05,0.04,0.21,0.02,0.32,PS,0
0.09,0.16,0.02,0.05,0.32,PS4,0
0.28,0.02,0.0,0.03,0.32,X360,1
0.11,0.07,0.12,0.02,0.32,PS,0
0.16,0.14,0.0,0.03,0.32,X360,1
0.0,0.0,0.32,0.0,0.32,PS2,0
0.08,0.06,0.15,0.02,0.32,PS2,0
0.0,0.26,0.0,0.06,0.32,PC,0
0.03,0.24,0.0,0.05,0.32,PS4,0
0.18,0.11,0.0,0.03,0.32,DS,2
0.3,0.0,0.0,0.02,0.32,X360,1
0.24,0.05,0.0,0.02,0.32,X360,1
0.3,0.0,0.0,0.02,0.32,X360,1
0.15,0.14,0.0,0.03,0.32,Wii,1
0.25,0.06,0.0,0.01,0.32,GC,2
0.16,0.12,0.0,0.04,0.32,PS2,0
0.15,0.04,0.13,0.0,0.32,N64,2
0.18,0.12,0.0,0.02,0.32,PS,0
0.0,0.0,0.32,0.0,0.32,GB,2
0.03,0.24,0.0,0.05,0.32,PS4,0
0.23,0.08,0.0,0.01,0.32,GBA,2
0.0,0.28,0.0,0.04,0.32,DS,2
0.18,0.12,0.0,0.02,0.32,PS,0
0.27,0.02,0.0,0.03,0.32,Wii,1
0.16,0.12,0.0,0.04,0.32,PS2,0
0.18,0.12,0.0,0.02,0.32,PS,0
0.26,0.03,0.0,0.03,0.32,PSP,0
0.16,0.12,0.0,0.04,0.32,PS2,0
0.0,0.3,0.0,0.02,0.32,Wii,1
0.0,0.0,0.32,0.0,0.32,PS2,0
0.0,0.0,0.32,0.0,0.32,SAT,0
0.0,0.0,0.3,0.02,0.32,PS,0
0.23,0.08,0.0,0.01,0.32,GBA,2
0.16,0.12,0.0,0.04,0.32,PS2,0
0.29,0.0,0.0,0.03,0.32,PSP,0
0.23,0.08,0.0,0.01,0.32,GBA,2
0.0,0.0,0.32,0.0,0.32,NES,0
0.17,0.12,0.0,0.03,0.32,X360,1
0.16,0.12,0.0,0.04,0.32,PS2,0
0.14,0.15,0.0,0.03,0.32,DS,2
0.23,0.08,0.0,0.01,0.32,GBA,2
0.3,0.02,0.0,0.0,0.32,2600,2
0.3,0.02,0.0,0.0,0.32,2600,2
0.18,0.12,0.0,0.02,0.32,PS,0
0.0,0.0,0.32,0.0,0.32,DS,2
0.1,0.14,0.02,0.06,0.32,PS4,0
0.04,0.18,0.0,0.1,0.32,PSP,0
0.24,0.07,0.0,0.01,0.32,XB,1
0.28,0.02,0.0,0.02,0.32,Wii,1
0.0,0.0,0.32,0.0,0.32,Wii,1
0.0,0.0,0.32,0.0,0.32,SNES,1
0.0,0.0,0.3,0.02,0.32,PS,0
0.0,0.0,0.3,0.02,0.32,PS,0
0.23,0.08,0.0,0.01,0.32,GBA,2
0.03,0.0,0.0,0.28,0.32,PS2,0
0.28,0.01,0.0,0.02,0.32,X360,1
0.29,0.0,0.0,0.02,0.32,DS,2
0.24,0.07,0.0,0.01,0.32,XB,1
0.28,0.01,0.0,0.02,0.32,X360,1
0.0,0.0,0.32,0.0,0.32,SNES,1
0.18,0.12,0.0,0.02,0.32,PS,0
0.08,0.06,0.16,0.02,0.32,PS2,0
0.08,0.15,0.0,0.09,0.32,PSP,0
0.2,0.06,0.03,0.02,0.32,X360,1
0.23,0.04,0.02,0.02,0.32,X360,1
0.15,0.12,0.0,0.04,0.32,PS2,0
0.1,0.02,0.0,0.2,0.32,PS2,0
0.13,0.12,0.0,0.06,0.32,PSP,0
0.24,0.04,0.0,0.03,0.32,XOne,1
0.17,0.04,0.08,0.02,0.32,Wii,1
0.0,0.0,0.32,0.0,0.32,PS2,0
0.22,0.08,0.0,0.01,0.32,XB,1
0.1,0.17,0.0,0.05,0.32,PS3,0
0.0,0.0,0.32,0.0,0.32,DC,2
0.09,0.17,0.0,0.05,0.32,PC,0
0.18,0.11,0.0,0.03,0.31,XOne,1
0.12,0.14,0.0,0.05,0.31,PC,0
0.09,0.19,0.0,0.04,0.31,X360,1
0.1,0.18,0.0,0.03,0.31,Wii,1
0.18,0.12,0.0,0.02,0.31,PS,0
0.0,0.0,0.31,0.0,0.31,PSP,0
0.24,0.07,0.0,0.01,0.31,XB,1
0.29,0.0,0.0,0.02,0.31,Wii,1
0.17,0.12,0.0,0.02,0.31,PS,0
0.25,0.04,0.0,0.02,0.31,DS,2
0.0,0.0,0.31,0.0,0.31,PS2,0
0.28,0.0,0.01,0.02,0.31,DS,2
0.22,0.08,0.0,0.01,0.31,GBA,2
0.1,0.15,0.0,0.06,0.31,PS3,0
0.0,0.0,0.31,0.0,0.31,SNES,1
0.08,0.15,0.06,0.03,0.31,3DS,2
0.0,0.0,0.31,0.0,0.31,GB,2
0.0,0.0,0.31,0.0,0.31,PSP,0
0.17,0.12,0.0,0.02,0.31,PS,0
0.28,0.01,0.0,0.02,0.31,Wii,1
0.27,0.01,0.01,0.02,0.31,X360,1
0.23,0.07,0.0,0.01,0.31,XB,1
0.15,0.12,0.0,0.04,0.31,PS2,0
0.28,0.01,0.0,0.02,0.31,DS,2
0.25,0.03,0.0,0.03,0.31,DS,2
0.15,0.04,0.1,0.02,0.31,3DS,2
0.0,0.0,0.31,0.0,0.31,3DS,2
0.19,0.1,0.0,0.03,0.31,DS,2
0.29,0.0,0.0,0.02,0.31,PS3,0
0.05,0.19,0.03,0.04,0.31,PS4,0
0.15,0.12,0.0,0.04,0.31,PS2,0
0.17,0.12,0.0,0.02,0.31,PS,0
0.23,0.07,0.0,0.01,0.31,XB,1
0.23,0.07,0.0,0.01,0.31,XB,1
0.27,0.01,0.0,0.02,0.31,DS,2
0.1,0.07,0.13,0.02,0.31,PS,0
0.29,0.0,0.0,0.02,0.31,DS,2
0.15,0.13,0.0,0.03,0.31,XOne,1
0.19,0.09,0.0,0.03,0.31,X360,1
0.08,0.2,0.0,0.03,0.31,X360,1
0.07,0.06,0.16,0.02,0.31,PS2,0
0.0,0.0,0.31,0.0,0.31,PS2,0
0.29,0.0,0.0,0.02,0.31,DS,2
0.0,0.0,0.31,0.0,0.31,SAT,0
0.17,0.12,0.0,0.02,0.31,PS,0
0.23,0.07,0.0,0.01,0.31,XB,1
0.22,0.08,0.0,0.01,0.31,GBA,2
0.0,0.0,0.29,0.02,0.31,PS,0
0.27,0.01,0.0,0.03,0.31,PSP,0
0.29,0.0,0.0,0.02,0.31,Wii,1
0.07,0.04,0.17,0.03,0.31,PSP,0
0.0,0.0,0.26,0.05,0.31,N64,2
0.06,0.02,0.13,0.1,0.31,N64,2
0.25,0.06,0.0,0.0,0.31,N64,2
0.25,0.06,0.0,0.0,0.31,N64,2
